date,close,amount
2024-09-03,0.66,222906553.0
2024-09-04,0.66,193328019.0
2024-09-05,0.666,210196105.0
2024-09-06,0.651,142211765.0
2024-09-09,0.644,155096746.0
2024-09-10,0.645,190344035.0
2024-09-11,0.654,214028158.0
2024-09-12,0.655,218072575.0
2024-09-13,0.643,151714349.0
2024-09-18,0.638,158947474.0
2024-09-19,0.647,204652333.0
2024-09-20,0.637,240901164.0
2024-09-23,0.628,177943042.0
2024-09-24,0.654,381240513.0
2024-09-25,0.659,392098885.0
2024-09-26,0.687,335813895.0
2024-09-27,0.745,430157536.0
2024-09-30,0.82,898218879.0
2024-10-08,0.902,1547411660.0
2024-10-09,0.813,867125197.0
2024-10-10,0.814,562557297.0
2024-10-11,0.776,390383650.0
2024-10-14,0.79,471639615.0
2024-10-15,0.77,364870824.0
2024-10-16,0.75,309861921.0
2024-10-17,0.739,283307466.0
2024-10-18,0.773,566410863.0
2024-10-21,0.8,852112093.0
2024-10-22,0.819,1090829781.0
2024-10-23,0.861,2378372276.0
2024-10-24,0.829,1079095981.0
2024-10-25,0.905,2692523804.0
2024-10-28,0.891,1830385985.0
2024-10-29,0.866,1433557908.0
2024-10-30,0.876,834811038.0
2024-10-31,0.905,1065982319.0
2024-11-01,0.878,783245094.0
2024-11-04,0.885,646686232.0
2024-11-05,0.905,887747300.0
2024-11-06,0.895,1051465169.0
2024-11-07,0.889,1019672596.0
2024-11-08,0.894,974180357.0
2024-11-11,0.916,795946268.0
2024-11-12,0.902,848645255.0
2024-11-13,0.908,556749377.0
2024-11-14,0.882,509851238.0
2024-11-15,0.851,675475582.0
2024-11-18,0.833,406039270.0
2024-11-19,0.857,381647591.0
2024-11-20,0.853,353834273.0
2024-11-21,0.853,455063621.0
2024-11-22,0.815,386523756.0
2024-11-25,0.818,276147500.0
2024-11-26,0.816,397200865.0
2024-11-27,0.834,300894738.0
2024-11-28,0.831,301287512.0
2024-11-29,0.842,363151705.0
2024-12-02,0.846,379093981.0
2024-12-03,0.847,391795390.0
2024-12-04,0.823,358809427.0
2024-12-05,0.823,286230711.0
2024-12-06,0.827,541181412.0
2024-12-09,0.815,320747085.0
2024-12-10,0.817,359405413.0
2024-12-11,0.822,204744710.0
2024-12-12,0.825,215996850.0
2024-12-13,0.802,325495837.0
2024-12-16,0.789,232494556.0
2024-12-17,0.784,209951388.0
2024-12-18,0.783,206674497.0
2024-12-19,0.781,247954917.0
2024-12-20,0.776,231954010.0
2024-12-23,0.777,383613934.0
2024-12-24,0.789,329376781.0
2024-12-25,0.783,392996324.0
2024-12-26,0.783,281716956.0
2024-12-27,0.777,363241679.0
2024-12-30,0.778,277452336.0
2024-12-31,0.757,401068223.0
2025-01-02,0.739,320218320.0
2025-01-03,0.721,309162468.0
2025-01-06,0.725,289615794.0
2025-01-07,0.728,214037386.0
2025-01-08,0.727,236302364.0
2025-01-09,0.723,249040482.0
2025-01-10,0.698,329110014.0
2025-01-13,0.7,203969707.0
2025-01-14,0.725,320268129.0
2025-01-15,0.731,434752937.0
2025-01-16,0.738,328307066.0
2025-01-17,0.736,227996549.0
2025-01-20,0.74,247211246.0
2025-01-21,0.73,230952828.0
2025-01-22,0.719,200165182.0
2025-01-23,0.717,238274934.0
2025-01-24,0.729,307995070.0
2025-01-27,0.716,187325261.0
2025-02-05,0.715,191152183.0
2025-02-06,0.733,355893473.0
2025-02-07,0.759,825162221.0
2025-02-10,0.752,702859203.0
2025-02-11,0.737,434572325.0
2025-02-12,0.743,377860691.0
2025-02-13,0.733,455430826.0
2025-02-14,0.738,378900472.0
2025-02-17,0.745,425107250.0
2025-02-18,0.73,533600867.0
2025-02-19,0.741,451634215.0
2025-02-20,0.734,347112550.0
2025-02-21,0.741,403741205.0
2025-02-24,0.747,543181893.0
2025-02-25,0.747,473344563.0
2025-02-26,0.771,1054433737.0
2025-02-27,0.76,714613012.0
2025-02-28,0.746,759855873.0
2025-03-03,0.752,748840543.0
2025-03-04,0.75,430556805.0
2025-03-05,0.737,558300188.0
2025-03-06,0.751,563862946.0
2025-03-07,0.744,616830112.0
2025-03-10,0.749,389875403.0
2025-03-11,0.751,619284698.0
2025-03-12,0.751,384783818.0
2025-03-13,0.744,387580244.0
2025-03-14,0.758,536085048.0
2025-03-17,0.762,642499974.0
2025-03-18,0.767,415349371.0
2025-03-19,0.761,555355037.0
2025-03-20,0.753,358966523.0
2025-03-21,0.744,504765658.0
2025-03-24,0.74,386983988.0
2025-03-25,0.748,580293884.0
2025-03-26,0.756,724641611.0
2025-03-27,0.745,418022437.0
2025-03-28,0.738,379381659.0
2025-03-31,0.716,452869135.0
2025-04-01,0.725,325975073.0
2025-04-02,0.723,232249904.0
2025-04-03,0.708,470406938.0
2025-04-07,0.637,361424114.0
2025-04-08,0.626,500825529.0
2025-04-09,0.631,353796274.0
2025-04-10,0.648,412809514.0
2025-04-11,0.65,212044037.0
2025-04-14,0.654,207520446.0
2025-04-15,0.651,145515423.0
2025-04-16,0.645,195986578.0
2025-04-17,0.644,165264960.0
2025-04-18,0.642,165680656.0
2025-04-21,0.645,151168789.0
2025-04-22,0.643,230815385.0
2025-04-23,0.646,305218774.0
2025-04-24,0.639,238791912.0
2025-04-25,0.643,237165533.0
2025-04-28,0.643,210847651.0
2025-04-29,0.641,161500934.0
2025-04-30,0.642,181403878.0
2025-05-06,0.658,274459010.0
2025-05-07,0.658,236753762.0
2025-05-08,0.67,398058272.0
2025-05-09,0.659,215533559.0
2025-05-12,0.677,697968971.0
2025-05-13,0.687,1009240404.0
2025-05-14,0.681,418277532.0
2025-05-15,0.666,328923851.0
2025-05-16,0.668,212872141.0
2025-05-19,0.667,148079607.0
2025-05-20,0.667,206542502.0
2025-05-21,0.666,156460334.0
2025-05-22,0.659,199278019.0
2025-05-23,0.651,259289969.0
2025-05-26,0.652,151920524.0
2025-05-27,0.647,169010107.0
2025-05-28,0.642,122777370.0
2025-05-29,0.648,158711456.0
2025-05-30,0.64,165840058.0
2025-06-03,0.638,176608168.0
2025-06-04,0.645,201675261.0
2025-06-05,0.649,224970175.0
2025-06-06,0.647,135378200.0
2025-06-09,0.655,287610231.0
2025-06-10,0.648,278979844.0
2025-06-11,0.656,241765479.0
2025-06-12,0.653,149957643.0
2025-06-13,0.643,213437093.0
2025-06-16,0.646,184223851.0
2025-06-17,0.646,210611417.0
2025-06-18,0.648,145220485.0
2025-06-19,0.637,255667969.0
2025-06-20,0.639,287965312.0
2025-06-23,0.642,216546931.0
2025-06-24,0.652,266737938.0
2025-06-25,0.659,407260784.0
2025-06-26,0.652,271127366.0
2025-06-27,0.658,629204092.0
2025-06-30,0.674,718621062.0
