date,close,amount
2024-09-03,0.533,240151043.0
2024-09-04,0.528,137811040.0
2024-09-05,0.53,167287866.0
2024-09-06,0.521,143038503.0
2024-09-09,0.513,208115569.0
2024-09-10,0.516,241009621.0
2024-09-11,0.512,201993097.0
2024-09-12,0.502,360876902.0
2024-09-13,0.49,340183192.0
2024-09-18,0.485,268157327.0
2024-09-19,0.498,589350826.0
2024-09-20,0.499,271980955.0
2024-09-23,0.5,296325232.0
2024-09-24,0.53,811037450.0
2024-09-25,0.533,521118375.0
2024-09-26,0.586,1114904438.0
2024-09-27,0.645,985757527.0
2024-09-30,0.71,2051561693.0
2024-10-08,0.727,3491458044.0
2024-10-09,0.654,1860026081.0
2024-10-10,0.652,1145438495.0
2024-10-11,0.631,833737306.0
2024-10-14,0.638,792355125.0
2024-10-15,0.615,623616009.0
2024-10-16,0.609,707843962.0
2024-10-17,0.596,799070867.0
2024-10-18,0.616,1377824602.0
2024-10-21,0.616,1028649451.0
2024-10-22,0.626,1065913993.0
2024-10-23,0.635,1133849591.0
2024-10-24,0.622,723776552.0
2024-10-25,0.627,796986610.0
2024-10-28,0.644,1256705299.0
2024-10-29,0.627,924469793.0
2024-10-30,0.618,741988492.0
2024-10-31,0.614,633646958.0
2024-11-01,0.623,841155024.0
2024-11-04,0.631,745441467.0
2024-11-05,0.647,1409835142.0
2024-11-06,0.643,1314359682.0
2024-11-07,0.706,2481077073.0
2024-11-08,0.678,2760606138.0
2024-11-11,0.674,2028783947.0
2024-11-12,0.668,1958660469.0
2024-11-13,0.669,1268649138.0
2024-11-14,0.659,1276665290.0
2024-11-15,0.652,1195374841.0
2024-11-18,0.642,1072900008.0
2024-11-19,0.643,1055589083.0
2024-11-20,0.645,856993651.0
2024-11-21,0.642,669871874.0
2024-11-22,0.62,1231825475.0
2024-11-25,0.622,667833131.0
2024-11-26,0.625,792648241.0
2024-11-27,0.636,827339890.0
2024-11-28,0.628,556598667.0
2024-11-29,0.637,1079044392.0
2024-12-02,0.64,723792067.0
2024-12-03,0.638,549035680.0
2024-12-04,0.631,643281821.0
2024-12-05,0.63,557764764.0
2024-12-06,0.636,718349774.0
2024-12-09,0.634,592564712.0
2024-12-10,0.646,1835600014.0
2024-12-11,0.653,990354627.0
2024-12-12,0.669,1493443434.0
2024-12-13,0.647,1240206947.0
2024-12-16,0.634,712433950.0
2024-12-17,0.636,600127424.0
2024-12-18,0.634,1089213497.0
2024-12-19,0.625,686253931.0
2024-12-20,0.626,875474497.0
2024-12-23,0.619,800793585.0
2024-12-24,0.624,694662724.0
2024-12-25,0.62,411724327.0
2024-12-26,0.621,404553140.0
2024-12-27,0.622,492494586.0
2024-12-30,0.617,694137667.0
2024-12-31,0.616,861490887.0
2025-01-02,0.6,806740815.0
2025-01-03,0.592,526579392.0
2025-01-06,0.575,673610705.0
2025-01-07,0.579,457691101.0
2025-01-08,0.575,619129997.0
2025-01-09,0.578,493217791.0
2025-01-10,0.567,390783426.0
2025-01-13,0.572,409447329.0
2025-01-14,0.587,642039328.0
2025-01-15,0.584,293162191.0
2025-01-16,0.582,393906480.0
2025-01-17,0.586,361096510.0
2025-01-20,0.591,504603503.0
2025-01-21,0.584,403527439.0
2025-01-22,0.573,477753309.0
2025-01-23,0.576,504198992.0
2025-01-24,0.575,557925008.0
2025-01-27,0.57,400620720.0
2025-02-05,0.56,541151986.0
2025-02-06,0.563,574099480.0
2025-02-07,0.571,934006121.0
2025-02-10,0.572,658020159.0
2025-02-11,0.565,481136279.0
2025-02-12,0.573,609848385.0
2025-02-13,0.591,1715732076.0
2025-02-14,0.588,901015979.0
2025-02-17,0.591,803924238.0
2025-02-18,0.584,851623203.0
2025-02-19,0.589,750451413.0
2025-02-20,0.587,549795086.0
2025-02-21,0.589,1252186842.0
2025-02-24,0.596,1091312884.0
2025-02-25,0.584,823931839.0
2025-02-26,0.591,686879262.0
2025-02-27,0.605,1226966984.0
2025-02-28,0.602,1376954614.0
2025-03-03,0.598,1025299184.0
