date,close,amount
2024-09-03,1.78,1464018477.0
2024-09-04,1.773,875597218.0
2024-09-05,1.788,821290430.0
2024-09-06,1.757,1257254828.0
2024-09-09,1.742,745097345.0
2024-09-10,1.748,938019914.0
2024-09-11,1.747,1569170184.0
2024-09-12,1.741,1131386008.0
2024-09-13,1.719,1188466623.0
2024-09-18,1.711,928118693.0
2024-09-19,1.746,2032423193.0
2024-09-20,1.736,2785055266.0
2024-09-23,1.738,823315819.0
2024-09-24,1.814,3892250427.0
2024-09-25,1.827,2616895709.0
2024-09-26,1.916,5362037241.0
2024-09-27,2.094,2924884104.0
2024-09-30,2.311,13308018547.0
2024-10-08,2.451,9463152101.0
2024-10-09,2.246,5693473537.0
2024-10-10,2.217,5059557303.0
2024-10-11,2.125,5551958747.0
2024-10-14,2.205,4702568534.0
2024-10-15,2.158,5715334758.0
2024-10-16,2.166,2364676465.0
2024-10-17,2.157,3505287352.0
2024-10-18,2.259,8077833461.0
2024-10-21,2.301,4157949757.0
2024-10-22,2.314,3834257460.0
2024-10-23,2.32,2225819085.0
2024-10-24,2.304,1983642994.0
2024-10-25,2.359,3391460637.0
2024-10-28,2.392,2380862501.0
2024-10-29,2.355,4681000439.0
2024-10-30,2.369,2450508281.0
2024-10-31,2.405,2538497445.0
2024-11-01,2.333,3260280576.0
2024-11-04,2.388,1783324223.0
2024-11-05,2.471,5133513391.0
2024-11-06,2.479,2860190628.0
2024-11-07,2.527,2196870967.0
2024-11-08,2.529,2849866193.0
2024-11-11,2.59,4593534021.0
2024-11-12,2.563,2654182206.0
2024-11-13,2.548,2488898150.0
2024-11-14,2.471,4041334943.0
2024-11-15,2.411,2433464180.0
2024-11-18,2.352,2869224849.0
2024-11-19,2.413,2395231777.0
2024-11-20,2.459,3544503227.0
2024-11-21,2.465,1163944469.0
2024-11-22,2.369,1533755704.0
2024-11-25,2.38,1007004691.0
2024-11-26,2.348,1256359326.0
2024-11-27,2.408,2931115414.0
2024-11-28,2.394,2065887411.0
2024-11-29,2.435,3923756091.0
2024-12-02,2.486,2685604948.0
2024-12-03,2.479,3518298188.0
2024-12-04,2.445,2594327039.0
2024-12-05,2.474,1800396955.0
2024-12-06,2.502,5051954275.0
2024-12-09,2.479,2160328000.0
2024-12-10,2.506,5108613203.0
2024-12-11,2.539,2266269720.0
2024-12-12,2.559,1979570080.0
2024-12-13,2.507,3972178856.0
2024-12-16,2.474,1553098336.0
2024-12-17,2.419,2295569468.0
2024-12-18,2.439,1604284914.0
2024-12-19,2.446,1482563073.0
2024-12-20,2.471,1542048304.0
2024-12-23,2.399,2570796872.0
2024-12-24,2.426,1526971891.0
2024-12-25,2.401,2902962731.0
2024-12-26,2.425,2316026775.0
2024-12-27,2.429,1713426125.0
2024-12-30,2.422,1724937278.0
2024-12-31,2.342,2663752479.0
2025-01-02,2.277,2837372716.0
2025-01-03,2.212,3871617675.0
2025-01-06,2.199,2935608754.0
2025-01-07,2.232,3066049098.0
2025-01-08,2.221,3650021469.0
2025-01-09,2.226,2110431511.0
2025-01-10,2.177,1181117309.0
2025-01-13,2.182,1665811726.0
2025-01-14,2.286,3903408971.0
2025-01-15,2.268,2681035427.0
2025-01-16,2.278,2406666743.0
2025-01-17,2.295,1666580594.0
2025-01-20,2.308,1517322910.0
2025-01-21,2.323,1882878859.0
2025-01-22,2.304,1653018806.0
2025-01-23,2.292,2812039475.0
2025-01-24,2.339,2971559462.0
2025-01-27,2.295,2327792624.0
2025-02-05,2.311,2030344389.0
2025-02-06,2.374,1919108471.0
2025-02-07,2.414,3269545581.0
2025-02-10,2.442,2986830265.0
2025-02-11,2.437,1688494032.0
2025-02-12,2.474,1546127389.0
2025-02-13,2.45,1509425359.0
2025-02-14,2.459,1553526220.0
2025-02-17,2.47,3713677557.0
2025-02-18,2.42,2222227366.0
2025-02-19,2.475,1678234395.0
2025-02-20,2.492,1775401888.0
2025-02-21,2.54,1449439488.0
2025-02-24,2.544,1876596491.0
2025-02-25,2.533,1155697957.0
2025-02-26,2.573,1011950024.0
2025-02-27,2.559,1287085995.0
2025-02-28,2.47,3210926319.0
2025-03-03,2.467,1641596599.0
2025-03-04,2.5,1415328410.0
2025-03-05,2.517,1437705131.0
2025-03-06,2.573,1453929563.0
2025-03-07,2.562,1558891754.0
2025-03-10,2.565,1720820456.0
