date,close,amount
2024-09-03,4.513,1371818907.0
2024-09-04,4.501,1031221663.0
2024-09-05,4.522,792815040.0
2024-09-06,4.458,1052496941.0
2024-09-09,4.425,827354731.0
2024-09-10,4.423,1261403388.0
2024-09-11,4.435,820704028.0
2024-09-12,4.417,1114419442.0
2024-09-13,4.369,846641887.0
2024-09-18,4.384,946728410.0
2024-09-19,4.447,1972744331.0
2024-09-20,4.415,1210706857.0
2024-09-23,4.414,1147856830.0
2024-09-24,4.626,4049151593.0
2024-09-25,4.66,3436075305.0
2024-09-26,4.908,5826198165.0
2024-09-27,5.34,3254160732.0
2024-09-30,5.842,11428173744.0
2024-10-08,6.093,16143442550.0
2024-10-09,5.71,8146262204.0
2024-10-10,5.636,4265719720.0
2024-10-11,5.403,4410523895.0
2024-10-14,5.54,4258265624.0
2024-10-15,5.398,4249769953.0
2024-10-16,5.393,3180013532.0
2024-10-17,5.349,3600944227.0
2024-10-18,5.584,6508900658.0
2024-10-21,5.64,4039396269.0
2024-10-22,5.693,2512260916.0
2024-10-23,5.716,2869287064.0
2024-10-24,5.665,2047595636.0
2024-10-25,5.754,2279652915.0
2024-10-28,5.822,3164122317.0
2024-10-29,5.763,3594788619.0
2024-10-30,5.781,4100942113.0
2024-10-31,5.847,3733061867.0
2024-11-01,5.793,2334815277.0
2024-11-04,5.88,1607401489.0
2024-11-05,6.063,3534847123.0
2024-11-06,6.07,3130969726.0
2024-11-07,6.19,2740324323.0
2024-11-08,6.173,3581736098.0
2024-11-11,6.279,3121900349.0
2024-11-12,6.219,2783409078.0
2024-11-13,6.2,1780235956.0
2024-11-14,6.028,3248174939.0
2024-11-15,5.868,4604995527.0
2024-11-18,5.778,3866600959.0
2024-11-19,5.871,4200800286.0
2024-11-20,5.932,3258601169.0
2024-11-21,5.927,1149490700.0
2024-11-22,5.687,1567370019.0
2024-11-25,5.672,1330469443.0
2024-11-26,5.632,1105373414.0
2024-11-27,5.743,1974646675.0
2024-11-28,5.705,1542257518.0
2024-11-29,5.791,2400334450.0
