date,total_asset,cash_balance,market_value,position_pct,cumulative_return_pct,action_code,action_label,summary_text,quality_status,blocking_reasons,warning_reasons,winning_category,selected_symbol,selected_name
2026-01-29,99923.49,9930.69,89992.8,90.06,-0.08,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790。']",money_etf,511990,华宝添益
2026-01-30,99931.59,9930.69,90000.9,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790。']",money_etf,511990,华宝添益
2026-02-02,99934.29,9930.69,90003.6,90.06,-0.07,hold,继续持有,华宝添益 当前仍在 中期轮动 的退出阶段，组合目标和持有评分都支持继续持有。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-03,99927.09,9930.69,89996.4,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-04,99934.29,9930.69,90003.6,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-05,99934.29,9930.69,90003.6,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-06,99935.19,9930.69,90004.5,90.06,-0.06,hold,继续持有,华宝添益 当前仍在 中期轮动 的退出阶段，组合目标和持有评分都支持继续持有。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-09,99926.19,9930.69,89995.5,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-10,99930.69,9930.69,90000.0,90.06,-0.07,hold,继续持有,华宝添益 当前仍在 中期轮动 的退出阶段，组合目标和持有评分都支持继续持有。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-11,99931.59,9930.69,90000.9,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-12,99947.79,9930.69,90017.1,90.06,-0.05,hold,继续持有,华宝添益 当前仍在 中期轮动 的退出阶段，组合目标和持有评分都支持继续持有。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-13,99971.19,9930.69,90040.5,90.07,-0.03,hold,继续持有,华宝添益 当前仍在 中期轮动 的退出阶段，组合目标和持有评分都支持继续持有。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-24,99931.59,9930.69,90000.9,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-25,99929.79,9930.69,89999.1,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-26,99927.99,9930.69,89997.3,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-02-27,99930.69,9930.69,90000.0,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-02,99933.39,9930.69,90002.7,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-03,99934.29,9930.69,90003.6,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-04,99932.49,9930.69,90001.8,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-05,99934.29,9930.69,90003.6,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-06,99934.29,9930.69,90003.6,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-09,99927.99,9930.69,89997.3,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-10,99926.19,9930.69,89995.5,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
2026-03-11,99927.09,9930.69,89996.4,90.06,-0.07,park_in_money_etf,转入货币ETF,进攻边不足，先切到 华宝添益 做防守停车。,weak,[],"['存在需要谨慎解释的数据标的：512690, 515790, 518880。']",money_etf,511990,华宝添益
